label,title,content,summary
1,flat and tone stomach!! reneemariejones@aol.com,"This product is the best. I have been on it for 3 years. It takes six weeks to notice a difference.,and. 6 months to see a difference. The key to lose fat is toning; this product does helps with that! As we age our body needs protien to supply energy, and balance our homones. I take this product during the day and one packet at night. I am 42 years old : My results are a flat tone stomach., younger skin., and consistant weight of 125. I also take nutracutics vitamins. Email me if you have questions.",
0,You get what you pay for.,These may have been fine except that there was a large chip in the skew chisel. And besides nothing beats quality made tools these are not. they are for those whom lack the time or the know how to sharpen their chisels. Do it right the first time so that you dont have to do it a second.,
1,love it,"The amount of heat it gives to your drink definitely depends on the glass, and whether you have a lid.One day I had a relatively flat-surfaced mug with a plastic lid on top. It kept it so hot after about 5 hours that I couldn't even drink it quickly!",
1,Great!,"I went ahead with the ""subscribe and save"" for this item, the savings are great! Pampers is a great product and couldn't believe how much I would save for something I need to get anyway. The only drawback is that my 2nd shipment was returned by the carried without any explanation. I never received it and had to re order it again!",
1,AN EXCEPTIONAL WORK,"This volume is a major contribution to the history of the Luftwaffe during the Russo-Germano war. ""Stopped at Stalingrad"" is also a richly drawn study of the most important air campaigns in the Eastern Front. Written in an accessible style this volume will be welcomed by anyone with an interest in the WWII. I was very pleasantly surprised by the book and also the quality of its contents. The author did a masterful job of research. Joel Hayward draws on diaries of both key commanders and regular airmen. He also shows that the poorly conceived strategies of Hitler and his buffoon, Goering, dommed the efforts of men such von Manstein, Milch and Wolfram von Richthofen (an outstanding soldier) to come to grips with an impossible situation. I heartily recommended this book.",
1,Battery charger,My new battery charger works perfectly! I was so glad to find it for such a reasonable price! It is nice to have my camera back! Thanks Amazon!,
0,More expensive is NOT better,"I was so disappointed in the quality of these pencils. I couldn't wait to get them, and when I sharpened them, the points kept breaking! I tried different sharpeners, and lost half of my pencils before giving up. I will return them and continue buying the brand that I've always purchased.",
1,Impressive,"I was greatly impressed by this book. It has opened my horizons and gives me new hope for the future. The Purdues have laid out a road map on how to live longer and feel better. They point out that age is largely a state of mind and give advice on how to make adjustments so getting older is not a terrifying idea. Thanks a lot, Purdues!",
1,ALMOST EVERYTHING,"THIS BOOK HAS ALMOST EVERYTHING YOU COULD EVER NEED AND EVEN SOME STUFF YOU MIGHT NOT! I LOVE HOW IT'S RING-BOUND, BUT THE ONE PROBLEM I'VE FOUND IS THAT THERE IS ONLY 1 POCKET AT THE VERY BACK. IF YOU BUY SEPERATE TABS WITH FOLDERS FOR EACH SECTION, YOU'LL BE ALL SET!",
1,helped me get a little further,"I have a few races under my belt but am not exactly a seasoned runner, I found this book to be very helpful in improving my form. It won't help you immediately get faster, or add miles, and you must train to get the benefits from it. However, I don't thinkI would have made the improvements that I did without it.",
1,Saris Bones 2,I love this unit. Easy to use once it is fitted to my vehicle and I like the non-metal construction to minimize damage to my bicycle.,
1,Kids Love SB,"It's a fun movie that involves SpongeBob...kids LOVE. It's 87 mins, and gives you plenty of time to get the cleaning and/or cooking done. Shipping and product was great.",
0,Quality,The HD streaming always fails...The movie itself was fun to watch and very enjoyable. It would be nice if the streaming quality held up.,
0,"WARNING: Identical to ""Naked Chef Takes Off""","I don't know if this book preceded the other Jamie Oliver book, ""Naked Chef Takes Off,"" but it's the SAME BOOK.I bought this for my wife, thinking I'd found a J.O. book she didn't already own. It's the same, identical book! I suppose it's just the British market title, but don't make the mistake if you're thinking it's a different book.AMAZON STAFF: There should be some mention that this book was released with the different title in the States.",
0,Tuner doesn't work well after 1 yr.,I purchased aiw 7500 aprox. 1yr. ago. I thought it was a decent card when I bought it at that point would have given it a 4star rating. Within three months the card started freezing my machine while using DVR. Then more reciently the video with the tuner started flashing bright than dark. It happens all the time making the tuner unusable. I have found no resolution to my problems from ati. I'm not angry just unsatisfied.,
1,Perfect rear deck speakers for OEM radio/deck,"These were cheap and effective, they sound great considering that they are driven by a the original OEM radio/deck. Other speakers for the same price don't compare, and were returned, they can't hold up the bass parts as well as these.",
1,Miss. Muhls 6th grade class Jack,"In this book there are three main characters,Ned Land, Professor Aronnax, and Captain Nemo. The book Twenty thousand Leagues Under the Sea was veryinteresting. It is very suspensful and you are always thinkingthat the characters are going to die. Their are mant differentsurvival scenes. For example one scene captain Nemo sees anindian gets attacked by a shark so he he jumps in the water and tackels the shark. He almost gets killed but Ned Land throws hisharpoon and kills the shark.This book reminds me of the ocean because they are always traveling through the ocean in their submarine. This book is very exciting because they are always going on different adventures. The book makes me think about when I first road on a sailboat. In the beginning of this book they are sailing on a boat.",
0,This DVD should be sent to Boot Hill,This quality of this DVD was terrible. I got it as part of the Trinity 3 pack and I am extremely dissapointed. The 2 others are fine. Boot Hill looks as if someone sat inside a cinema and recorded it from the screen with a 8mm camera in 1970 then completely messed up the editing to boot. Don't buy this or the Trinity 3 pack. If you want the two others thye are also available as a combo. Complete waste of money. I suppose at one time this might have been some kind of movie but this is not.,
1,Okay,This is an okay player. I never had skipping problems. The music played pretty good. I rate it okay.,
0,Unreliable,"Since I have ordered for this product and inspite of the company debiting the total amount for the product from my account, I have not recieved the product till date. The company promises to deliver the product in 12 hrs but its approx more than 3 weeks since the amount was debited but till now, the product hasnt reached me. The company doesnt respond to email queries and its toll free number (the only other point of contact mentioned from their end other than email address) always sounds busy and goes to voicemail.",
1,Quick Success to Stain Glass,I am a beginner and I'm teaching myself. This book was very helpful in teaching me how to begin. It also has a lot of nice designs that I was not afraid to try. I found this book very helpful in getting started.,
0,A huge disappointment.,"Bland rip off of a great comic book not only puts the worse actor imaginable for the main character but has a script that is almost a crime in itself. The dialog is so bad that it would even make deaf children cry and the special effects are not as good as one might hope. Some of the acting is great and that's a great feat in itself because of how bad the script is. Rachel Weisz, Djimon Hounsou and Tilda Swinton do great work here and for that, people should be grateful for but it's still Keanu's film and he still torpedo it with a lousy performance that is in tune with the lousy script it has.If this is the best they have to offer for the fans of the comic book, then take it back.",
0,"Love the idea, but not the result","I loved the idea of having all my shoes on a tree that I could spin around, but the end result was messy. It was weird having the soles of my shoes facing outwards. Wherever I put the tree seemed like a dirty place. I replaced the tree with drop-front clear plastic shoe boxes that I love.",
1,very helpful,I have found this to be a very helpful workbook to go with Que Tal text. The answers are in the back for self check. It incorporates the vocab of the chapter with the grammar covered.,
1,Gripping,"I haven't been this taken with a book since the Harry Potter series. From the Prelude I was enthralled. Wonderful, strong characters and a storyline that makes putting the book down wrenching.",
0,Don't bother,I tried to give Kerouac a chance to revive himself after reading his most notable mess 'On the Road.' Now I'm thoroughly confused as to why he's so popular.,
1,How many times have I read this?,"I really don't know.Just finished re-reading it again, and still cried in parts, and was still left with a broad smile at the very end. (Like other readers, my paperback versions no longer have covers, and even this hardback is getting beaten up)The only disappointing part is that he isn't still writing in this universe.I asked him about it when I saw him at a convention in Denver a few years ago, and he said that this universe was pretty tied up at a good stopping point, and that he has so many other projects that he is less likely to go back to it. (I'm paraphasing).That is truly disappointing, because although I love most of his other books (I stopped reading Honor at about 12), this is his best work.Oh well...I only have to wait 5 more months for the next Merlin book.",
1,Frasier,A great DVD by Usher; I love his music. The perfromances are great and the songs make you want watch the DVD over and over again. I recommend that you buy this one.,
1,interesting book,"though I'm not a native english speaker, I didn't find it difficult to read it. It clearly represents a period in american history which probably many would like to forget about. Sorry for high school students who couldn't understand it, something needs to be done in order to improve their reading comprehension and interest in their own culture..",
1,"GREAT BED, GREAT PRICE","THIS AIR BED IS GREAT! I HAD PREVIOUSLY PAID WAY MORE FOR THE ""A--O"" BRAND, BUT THIS ONE IS EVERY BIT AS GOOD AS THE MORE EXPENSIVE ONE. I AM A GAL WITH A ""MATURE"" FIGURE, AND IT (TWIN) ONLY LOST A LITTLE AIR. WITH THE ELECTRIC PUMP, NO WORRIES! JUST A HINT FOR SOME OF YOU WITH BAD KNEES LIKE I HAVE....I PLACED TWO CAMP COTS SIDE BY SIDE AND LAID THE MATTRESS ON TOP. PERFECT FOR THESE TIRED OLD KNESS AND BODY TO GET UP AND OFF OF. KUDOS ON THIS AIR BED!",
0,Don't by Discovery Kid's products; they are cheap plastic junk that break.,"Discovery Kid's products are designed to ""look cool"" in the box but they are cheap plastic junk. They break. What's worse is the manual states that they are warranted by Discovery Store Inc. but if you do not buy direct from Discovery Store, they will NOT HONOR THE WARRANTY!!! So what happens? You buy your kid a cool toy. They use it for a few weeks. Then it breaks. You have crying kids. You call Discovery. You don't have an order number, they tell you to get lost.Don't buy this junk. It is guaranteed to break. Shop around and find something that is hobby quality or just select a different gift for you kid.",
1,Nursing as a Ministry,"Again, Sr Mary Elizabeth O'Brien has writeen an excellent book. I give this book to nurses when they graduate. It truly puts nurses in an angelic and spiritual perspective which they deserve.",
1,It's 1984 All Over Again!,"The A-Team are back in this terrific assemblance of music from the TV score. From the opening theme, to the A-Team in New York City, and right through the closing theme you cannot help but visualize Hannibal, Face Man, B.A. & Howling Mad Murdock either eluding, chasing, fighting or rescuing someone. If you appreciated the shows music back in the 80's - ""you ain't heard nothing yet!"" until you've heard it on digital disc. An absolute must for all true fans of the A-Team",
0,"Boring,Boring,Boring,,,","How an author can create such great characters while writing a novel free from compelling circumstances is surprising. Ho hum, I can't believe she's dead, let's pour ourself another drink. I can't believe her mother showed up, ho-hum let's pour another drink and watch her clean the house. One big secret does surface, but it is rather mundane in it's telling. At the end everyone gets better, while the Mom who is easily the most exciting of the group, realizes life does go on after the loss of a child. Even if'ts is a miserable and shallow existence. Color this whole novel as grey and bland as a grief stricken day in the Hamptons. I was disappointed because I really looked forward to this book, and intead could barely muster the energy to finish it.",
0,Pac Man World 2,I have got it with a crack in the disk when I got it and also I do not now how it play I cannot play it with the crack in the disk and yes I let them now about it nothing was done about it,
0,Very difficult to put on,The product was very difficult to put on that I just gave up on it. Couldn't return it because the orginal wrapping had been thrown away.,
0,HARD TO FINISH,"I found this book not worth the $$, it was well written but too sweet and hard to finish. Definitly not a page turner.",
0,Poor support,"I've had the camcorder for a while now, and was hoping to be able to use the USB streaming feature to make small computer movies and send them to my friends and family overseas. Although the camcorder is good the included software is weak and the USB streaming makes a very choppy poor quality AVI file. I recently got a new computer and could not find the device driver disk that came with the camcorder. Sony technical support was a joke and they ended up trying to sell me a driver for my camcorder. So now I have a camcorder that I can plug into my TV or record onto a VHS (Do people still use VHS?) but any dreams I have of putting something on my computer are fading fast. I'm going to have to find a new way to send my parents the video I took of my new house.Frankly in this day and age an analogue camcorder is a waste of money.",
0,dry,This book was really dry... there were a couple interesting moments but most of the book was a lot of unnecessary words. This is one of the very few books that I didn't finish!,
0,This movie kinda stunk up the house.,"Awe man... Why Anne? She was kinda pretty! Any ways.... so the Robocop name was kinda wasted on this one. Although the robot ninjas were kinda nifty and it was a nice little addition to bring back ED209. I though he was the dopest of all the enemies in Robocop. This title was a little to kiddy for my taste and you can kinda tell from the sudden drop from the usual ""R"" rating in a Robocop movie to the sudden ""pg13"". It wasn't a good move on their part to make it appeal more to children than to adults. It should have been kept a mature film.",
1,21st century reading,It was interesting to read this book again in 2006. It is fascinating to read this book and then analysis and compare the different governments in today's world.,
0,way too long,"I agree with whoever wrote that this book was way too long and unorganized. I was hoping to learn more about the behind the scenes works, and boy, did I. Drugs, partying, sexism, racism, it's all here and more. There are some great gems among all the trivia people already know.But it's all quotes from the different actors, writers and producers. There are some photos to break things up, but nothing else. No cute little sidebars or anything. Heck, if it's good enough for my school textbooks, why not put some in here. I don't have ADD, but it got tedious after awhile.The format makes for an odd read. You get things like someone rapsodizing about what a ""beautiful person"" John Belushi was a couple paragraphs after someone reminiscing about the time he set stuff on fire and passed out in a drunken stupor. Oh well.",
1,Musiq does it again!!!,"When I first bought this album, I wasn't sure how I felt about it, unlike my immediate love for the first two. But recently I had the pleasure of seeing Musiq in concert and he made me go and reevaluate/rediscover this classic that I had been sitting on since it first came out!! The entire album from beginning to end is very well put together. Out of the 15 tracks, 11 of them are my favorites. Musiq, keep doing what you do best!!",
1,Some classics are over-rated. This is not one of them.,"Some books you read you enjoy and forget and then there are books that stick with you for the rest of your life. I can honestly say this is probably one of the most important books written in human history. One of the reasons is that it is an almost recognizably real dystopian world eerily close to the one we live in. This book is a stark warning of what we could become; what unchecked government erosion of liberty can eventually lead to.If you read this, you'll read the news in a different way.In the end, you'll love Big Brother.",
1,A Dark Look At Prison Life,"Brute Force is a surprisingly tough look at life in a prison, given the time when it was made. Burt Lancaster stars as an inmate who plans his escape to be with his critically ill girlfriend, Ann Blyth. He enlists the help of his cellmates and an older, experienced inmate, Charles Bickford. Standing in their way is a brutal, ambitious guard played very well by Hume Cronyn. There are a number of great scenes in the movie, including Cronyn's beating of an inmate to the sound of classical music, and the death in a giant press of an inmate that informed. The performances are good, the film moves at an excellent pace, and the ending surprised me somewhat, again given the time that it was made. Brute Force is a very good movie.",
0,cheap,"After about 3 months things started going down hill really fast. After leaving it in the car on a summer day something went wrong with the with the power saver. I'd charge it over night and the next morning it would be dead. I'd listen to it for 5 minutes, turn it off, then turn it back on and it would be at half power. Recently the screen broke. That just gave me a good reason to get rid of it.Trust me, keep looking.",
1,"Fascinating look into economics, still seen as legendary","This fascinating look into the world of developing and growing economies emphasises the LCD's inverted ""u"" shaped curve of Economic growth. Although written in 1954 this work is seen as the seminal study in the field of developmental economics and was the key factor in securing W. Arthur Lewis's Knighthood in 1963, and Nobel Prize for Economics in 1979.",
0,Spare yourself.,"This movie is such a bizarre combination of morality and immorality it seems like no one would really like it, but there are always exceptions.If you're looking for a sweet Christmas tale, watch A Christmas Carol or The Grinch. If you're looking for potty humor, watch Beavis and Butthead. This movie tries to be both, and in the end, the sick humor and complete meanness just cancel out the moral message the plot tries to portray, leaving the viewer with nothing. Anyone who has the impression from these reviews that this is a ""moral"" movie, please beware, it is far, far, from it. There were glimmers of morality and good humor in there, but they were all but eclipsed by the nastiness.",
1,Good insights,"If you're looking for good insights on criminal behaviour, this is it. I liked it and learned a few things I hadn't already explored.",
0,Not worth the price...,"I bought this to slim down my tummy under a bridesmaid dress. First, it smelled horrific and still stunk like rubber after washing. Second, it did almost nothing to slim me down, even though I bought the suggested size. Third, after about a half hour of wearing it, it was absorbing sweat and making me feel clammy and uncomfortable. It was extremely uncomfortable to sit down in, and the boning showed through the relatively thick cotton of the dress. I abandoned it completely and felt much better.",
1,THE KNOWLEDGE OF HEALING,A GOOD VIDEO BUT IT DID NOT HAVE ENOUGH INFORMATION THAT I COULD USE WITH MY CLIENTS.A HELPFUL OVERVIEW OF WHAT IS POSSIBLE,
0,"Bad Design, just buy the figures","We bought this for our 5 year old for Christmas. The elevator uses a string pulley which promptly bound around the gear that connects it to the thumbwheel which raises and lowers the platform. Within 5 minutes of playing, one of the main features broke. Also, the top has a ring with 5 rockets, one of these came missing a retaining pin. Thoroughly disappoingting as he is a big Justice League fan.",
1,It's about time.,"Finally a version of Batman that seems made for adults instead of children. A decent plot and villains that are not completely over the top. My only complaint would be that most of the scenes in Gotham city are too dark. All in all, an enjoyable action movie to show how the Batman legend begins.",
0,Not impressed,"My husband bought these by accident and I was glad to see them go. We normally use Pampers Swaddlers and Pampers Baby-Dry do not come close to comparing.While using these, my daughter had a few accidents (I will be fair and say that a couple of those could have been as a result of human error) and they do not appear to be nearly as durable.Unfortunately, I would not feel comfortable recommending these... spend the extra money and go for the Swaddlers.",
0,"Some good features, some bad.","The ability to adjust the weight of this product is great. The BIG disappointment is the velcro strap, which I can't believe will last long, especially as I begin to add more weights. I think this product would have been far better if the ankle weight came with an adjustable strap with a plastic buckle closure. Then you would adjust once and just simply buckle the strap when you put it on. This feature is especially critical when you're trying to put the weight on your ""bad"" leg and struggling to get it snug with the long unwieldy velcro strap. I can not recommend this device with this strap mechanism.",
1,"Can't vouch for content, but packaging is really nice","As I said in the title, I can't vouch for the content as this was purchased as a gift for my Dad. However, the packaging is great. I thought Amazon made a mistake and sent a book instead of the DVD package, but it turned out to be BOTH a book and the DVD's (guess I should have read the description better). In any case, I know they are classic movies and this deluxe presentation will make an impressive gift.",
0,Yawn! Wake me up at the end.,"I was excited to come across Lene Gammelgaard's book as I love to read about women who share my taste for adventure. Imagine how disappointed I was to find that Ms. Gammelgaard could not write about anything outside of herself. Yes, I know it is a personal account of climbing Everest, but her trip was not a solo ascent. From her account though, you would think no one else was around. Okay, perhaps that is a slight exaggeration, but I was pretty tired of Ms. Gammelgaard far before the end of this book. Additionally, her writing style is quite disjointed and distracting. I find it difficult to believe the claim that she has ""been a journalist,"" unless you understand that to include anyone who has, perhaps, simply kept a journal.If you want to get a feel for being a woman and climbing, better to try Stacy Allison or Ruth Anne Kocour. You will get much more rich detail from either of those, along with more of a sense of the community of climbing.",
1,classic textbook,"i bought this book as part of classic textbooks in semiotics studies. thin book, but basic ideas of semiotics, linguistics, and literature critique theories, by barthes.",
1,La reencarnación vista por un científico,"El primer libro del Dr. Weiss sigue siendo un gran libro para todos aquellos a quienes les inquieta el tema de la reencarnación, así no crean en ella.",
1,Nice little appliance.,"Pros:It keeps my mom's coffee warm while she reads her news paper, and it made a awesome gift. It makes candles smell really good too.Cons:Dont spill your coffee on it or its ruined._.",
1,"Delightful, exotic world seen through a cat's eyes","""The Rabbi's Cat,"" by French artist and filmmaker Joann Sfar, is a whimsical, charming fable featuring a rabbi, his lovely daughter, and a host of other characters headed by a talking cat. Both protagonist and narrator, the cat often acts as a Greek chorus who comments, often sardonically, on the actions of the humans around him. Set in pre-World War II Algeria, with a lengthy detour to Paris, the beautifully illustrated narrative depicts a richly diverse world in which individuals seek to preserve their traditions while constantly interacting with people of other cultural, social and religious backgrounds. In this multilayered environment, the presence of an intelligent talking cat does not seem entirely out of place.",
1,LOVE IT..LOVE IT,"Mr. Aiken's AMAZING VOICE and the beautifully written SONGS make this a MUST HAVE CD for everyone...There is a little bit of everything on this CD from upbeat love songs to moving ballads...Clay's voice really shines on ""I WILL CARRY YOU"", ""INVISIBLE"" and ""TOUCH"" have great upbeat tempos, ""RUN TO ME"" and ""NO MORE SAD SONG"" prove CLAY can really rock, and you just can't help but sing along to ""WHEN YOU SAY YOU LOVE ME"" which is my FAVORITE song on the CD... I recommend you BUY THIS CD TODAY!!",
1,TIMI YURO makes the,TIMI YURO's 4 duets with Johnny Ray justifies the price - but why can't we have a box set of Miss Timi Yuro's work in a box set with all duets ?,
1,A Story For Everybody,"This book stands alone as one of the most powerful and easily read books of all time. Bunyan's simple style makes every point clear and without the possibility for misinterpretation. A tale of life and its trials, this book should be read by all.",
0,Don't believe the hype,"I WISH I had read the previous review for this book before I bought it. I couldn't put it better myself. I bought this book because it was the only one advertising saturated fat counts. I already have two books that cover everything but saturated fat, and I'm going to keep it that way. I'm returning this book for a refund.",
1,IT'S A GOOD DAY TO BE A TROJAN!,"This is terrific stuff. Southern California is a college with the first or second greatest college football tradition of all times, and this book describes how, after a long layoff, Pete Carroll has returned the Trojans to these previous heights.",
0,Dead On Arrival,"Normally, I would never buy anything from Harman Kardon. But this DVD player was on sell for $100.00 from $300.00. Well, I guess you get what you pay for. I set up the player and placed my first DVD in it. I knew I was in trouble when I hearding a whining, grinding sound. That wasn't too amusing. What was even less amusing was the nice blank TV screen. I tried another DVD just to make sure it wasn't a problem with the DVD. I got the same whining, grinding sound and blank TV screen.It wasn't worth mailing back, in either time or money. I went down to the local Best Buy and bought myself a nice Sony DVD player. It has been working great.I'm waiting to take my HK DVD player outside and re-enact the scene from ""Office Space"" where the guys beat the crap out of the printer. ;-)",
0,Below average historical romance,"As a reader of historical romance, a civil war buff, and a fan of the Outlander series author Diana Gabaldon, who once recommended this book on her web site, I came to this novel fully expecting to like it. I was severely disappointed. This is a middling, at best, romance novel with a pedestrian plot, predictable characters, and a hero and heroine who couldn't be more representative of all that's tedious in the genre. The author seems sincere and there's a sense that she did her civil war era research, but the book holds no surprises and little inducement for the reader to continue past the first few chapters.If you're going to write a novel about another spirited, plain but beautiful, impoverished girl-woman who makes a marriage of convenience with a gorgeous, tortured, secretly-sensitive man who-pretends-to-hate-but-really-loves-her than it better be exquisitely plotted and beautifully written. This book is neither.",
0,You get what you pay for I guess.,This radiator seems to be very cheaply built. Its aluminum and plastic! It did not even come with a radiator cap. How cheap can you get?,
0,Leaky diapers,When my baby did #2 they always leaked. I switched to pampers swaddlers and they are perfect. I ordered these by mistake to begin with.,
0,A movie or a music video??,"What is it where a director has so little confidence in his own work, that he has to fill in whatever blanks he perceives with incessant music?? I mean, it is non-stop music throughout almost all the movie. When you find yourself fastforwarding to get to the meat of the story, you know you have a loser.",
1,Awesome for those who love the beach and sand!,"It creates a calming atmosphere yet allows you to dream of the beach,the sand is a tad dusty though.",
0,The Pictorial Key to the Tarot,"The title is completely misleading, the ""look at whats inside"" stopped before any graphics were displayed and for good reason, there are none.don't waste you $2.00",
0,Don't Waste Yout Time,"Unless you are under obligation to read this for some sort of class, I would not recomend wasting yout time trying to wade through the quagmire of redundantly long, boring text. If I could pay attention to it for more than two sentences at a time, most likely I would find it to have a wealth of information; but it's dry, overly-intellecual style makes it impossible to stay interested. If you're looking for a challenge to read, you face two; deciphering the nealry 300 pages of rediculously long sentences, and staying awake. I even go so far as to say reading it is a complete waste of time, because the energy you must invest to understand this work' coupled witht the frustration of an endlessly boring stlye does not even compared to the information you will actually get out of it.",
0,It's a knock off.,"The official Chrono Trigger OST has 3 discs. This version has some of the major tracks on it, the audio quality is good, but Caveat Emptor (buyer beware) this is a Chinese knock-off.Oh and if you buy the 3 disc version, make sure the cover does not have a green and red logo reading ""FX"", for this is also a counterfeit. The serial numbers on the real soundtrack CDs are PSCN-5021, PSCN-5022, and PSCN-5023.",
0,LONG and DULL,"witch of blackbird pond is a very well written book. it goes into much depth about certain things, however, i feel that is one of the reasons it is only a 2 star book. this book tells a story about a girl who moves into america before the revolutionary war. she has to saty with her only remaining relatives, who do not share the same points of veiw as she, kit tyler, does. kit is acused of being a witch but in the end can not be proven of her suspected withcraft. this book, yet well described, is streched out over to many pages. a lot of unesscesary things go on that one should not need to know. witch of blackbird pond has no real point to me and is a LONG and DULL book",
1,HAVING TWINS,"I HAD TWINS IN MAY OF 99. AND THE HELPED ME VERY MUCH. WITH EVERY QUESTION I EVER HAD. I STRONGELY ENCOURGE EVERY MOTHER EXPECTING TWINS TO READ. AND ALSO TO REMEMBER, YOU ARE EXPECTING 2 BABIES, PLEASE TAKE IT EASY. I DID TAKE IT EASY~BUT I WAS ONE THAT LOST MINE AT 21.5 WEEKS. THANKS ELIZABETH ~ IT WAS VERY HELPFUL TO ME. JENNIFER~MOTHER OF SAMANTHA & TRAVIS",
1,SUPER EASY TO SET UP!,I was live within about 5 minutes after I plugged it in. Super easy setup with my Tivo Series 2.,
0,poor,Was missing the belt for one thing was to small had to order another one just so she could use it they need to put the correct size on the item we ordered a 5-6 got ot and the item said fits size 4-5,
1,A Lot of Leverage from a small book,short powerful encouraging quotes from inspirational Christian leaders woven through many uplifting bible verses. Great to give to a friend who needs encouragement. Excellent!!,
0,Don't waste your money,"This toy was not that difficult to put together, but we have to put it back together each time my son plays with it. The set is always falling apart. The elevator broke after the first day. My friend bought this for her son as well, and she is just as frustrated as we are. I would not recommend buying this unless you have hours to spare re-assembly it and keeping up with all the parts that contiunally fall off it. [...]",
1,One of the best....,"This book was one of the best I've read so far. While ""Bad Girl Creek"" wasnt one of my favorites, this little gem sure was. I couldn't put it down, I was so intrigued by it...especially Phoebe and Sally. Can't wait to read ""Goodbye Earl.""",
1,"comfortable, but the waist is too high for me","I'd like if they rode a little lower, especially since they have no fly, but overall they are quite comfortable. And sexy, I'm told :-)",
0,Extremely unhappy,"I hate this printer! It is nothing but problems. Every single time I go to print even a single page, there is some sort of problem! The paper jams, I get timeout errors, the ink runs out too fast and I am unable to fill it with the refill kits. The thing has a mind of it's own and starts spewing out pages even when I'm not trying to print anything. It wouldn't be so bad if it didn't put trash on each page wasting my paper. It's a piece of junk! 1 Star is highly overrating this product!",
0,notorious for phantom paper jams,"Mine worked well for the first year and then it started thinking that it had a paper jam. The printer would pick up a sheet of paper, feed it half way through then stop, saying there was a paper jam. There was no paper jam. The printer just thought there was. Upon doing a little research I discovered, much to my chagrin, that this is an all to common problem with this model. Do a search on 'HP Photosmart 2575 paper jam' and you'll see the same reviews I did. It's too bad that HP has not fixed the problem or even addressed it anywhere on their website.I've always liked HP products but you would be taking a big chance if you were to purchase this particular model. It might work fine but it might also render itself useless by the phantom paper jam. There's just no way to know which route your printer will take.",
0,useless,"i was very excited when I saw the ad. I planned to buy a few of macro lenses, but ...the macro lens works only for the 1/4 inch distance :-(I cannot scan a business card or an article in a newspaper, but only a few charactersI really need a macro lens but for a few inches distance",
1,informative,"I think the video was really good, im a nurse so i know most of the information already but it will hopefully help my husband. I think my husband preferred the video to an actual class. I mainly chose to use a video because of my schedule. The only thing I would have liked to see a little more was ways to help deal with the pain- like more breathing techniques. Overall I think it was good and would reccomend it.",
1,Jonestown,"I ordered Jonestown PBS Home Video and had already seen the movie years ago. It was like watching the movie with him and the real people in it. Awesome job. And shipping was within days, worth the price. I would recommend this movie and buying it here!!!!!",
1,Adventure,"This was one of my favorite books assigned in school this year. I like the exciting adventures of this cannon trek from Fort Ticonderoga to Cambridge, MA. I liked how they crossed the ice with all of those big guns. When the last gun crossed, the ice cracked, but they were able to get the big gun out.",
1,Lincoln and his time,For the mpost part any book by David Donald is worth the time and effort to read. This book offers fresh insights into the perception of Lincoln. Belongs on the shelf of every person interested in 19th century America.,
1,Our favs,"We tried 4 or 5 different kinds of diapers when our son was born from all the samples and such. We got a pack of these from a neighbor and they worked the best of all, so we've stuck with these. You can tell how wet the diaper is by feeling how inflated the diaper is. Wish I was using cloth diapers but that didn't really work out for us due to logistics (no washer) and I wish I had a more ""natural"" choice, but others are more expensive and don't work as well. These are 14.5 cents a diaper w/ Amazon Mom.",
0,One of the worst I have ever seen,Do not buy or rent this. Adam Sandler is officially a no talent hack. This is not for children or anyone for that matter unless lame brained scattological humor with absolutely no point is your thing.,
0,Awful,Horrible movie. I didn't even finish watching it. It reminded me of a low-budget B-movie and that is being charitable.,
0,Doesn't deserve any stars...,"This printer fails as a printer mainly because paper won't properly feed. HP helpdesk requests you to tap all paper, and put in 10~25 sheets only. This doesn't work. Feeding one sheet at a time manually has at best a 1/10 shot of success. Let's hope HP's refurb replacement printer is better.",
0,Waste of time,"This book is advocating an elitist and pointless view of education. Bennett, has missed the core issues of what it means to be an educated person, especially in our every widening (global) society. Bennett advocates a people who are full of facts and ""trivia"" knowledge rather than pushing students to be critical thinkers who can solve problems, read with intelligence, and interact with the world from a stance of tolerance and intelligence. There is no ""yard stick"" that can measure intelligence. What rubbish. This book is designed to shame parents rather then educate anyone. Don't waste your time.",
0,Dead On Arrival,"Normally, I would never buy anything from Harman Kardon. But this DVD player was on sell for $100.00 from $300.00. Well, I guess you get what you pay for. I set up the player and placed my first DVD in it. I knew I was in trouble when I hearding a whining, grinding sound. That wasn't too amusing. What was even less amusing was the nice blank TV screen. I tried another DVD just to make sure it wasn't a problem with the DVD. I got the same whining, grinding sound and blank TV screen.It wasn't worth mailing back, in either time or money. I went down to the local Best Buy and bought myself a nice Sony DVD player. It has been working great.I'm waiting to take my HK DVD player outside and re-enact the scene from ""Office Space"" where the guys beat the crap out of the printer. ;-)",
1,cool or not!,"in not sure what to think i have read alot of other reviews but reading all of those have made me change my mind alot. at first i thought it would be sooooo cool to get one but then they sounded kinda boreing, then when i read how much it was like a tomagotchi i got really extited. i have luved tomagotchi ever scence i got one for christmas, and have been playing neopets ever scence it started. i luv neopets so much and cant wait to get my own pocket neopet. i have changed accounts alot but look me up at jportune",
0,Zr40 Cannon,"The camcorder was little dirty, and had a missing lens cover...Joanne did not have the missing cover and did not know why it was dirty...The power cord was defective...ordered a new one...Looked like it was chewed into...The case (cassette) compartment was slightly bent and unable to open at first...made some adjustments to it...Fred",
